holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,hour
No Holiday,265.22,0.0,0.0,40,Mist,mist,2016-02-03 09:00:00,3853,9
No Holiday,265.51,0.0,0.0,1,Snow,light snow,2016-02-03 10:00:00,3679,10
No Holiday,266.58,0.0,0.0,40,Haze,haze,2016-02-03 11:00:00,3571,11
No Holiday,266.58,0.0,0.0,40,Snow,light snow,2016-02-03 11:00:00,3571,11
No Holiday,266.81,0.0,0.0,40,Snow,light snow,2016-02-03 12:00:00,3889,12
No Holiday,267.61,0.0,0.0,40,Haze,haze,2016-02-03 14:00:00,4675,14
No Holiday,267.63,0.0,0.0,1,Haze,haze,2016-02-03 16:00:00,5814,16
No Holiday,265.88,0.0,0.0,1,Clear,sky is clear,2016-02-03 18:00:00,4316,18
No Holiday,263.72,0.0,0.0,1,Clear,sky is clear,2016-02-03 19:00:00,3056,19
No Holiday,260.82,0.0,0.0,1,Clear,sky is clear,2016-02-03 21:00:00,2302,21
No Holiday,260.01,0.0,0.0,1,Clear,sky is clear,2016-02-03 22:00:00,1545,22
No Holiday,259.58,0.0,0.0,1,Clear,sky is clear,2016-02-03 23:00:00,1001,23
No Holiday,259.01,0.0,0.0,75,Clouds,broken clouds,2016-02-04 00:00:00,565,0
No Holiday,259.28,0.0,0.0,1,Snow,light snow,2016-02-04 01:00:00,358,1
No Holiday,259.34,0.0,0.0,75,Snow,light snow,2016-02-04 02:00:00,300,2
No Holiday,260.57,0.0,0.0,75,Snow,light snow,2016-02-04 03:00:00,342,3
No Holiday,260.93,0.0,0.0,90,Snow,light snow,2016-02-04 04:00:00,905,4
No Holiday,260.93,0.0,0.0,90,Mist,mist,2016-02-04 04:00:00,905,4
No Holiday,261.28,0.0,0.0,90,Clouds,overcast clouds,2016-02-04 05:00:00,2766,5
No Holiday,261.58,0.0,0.0,90,Clouds,overcast clouds,2016-02-04 06:00:00,5525,6
No Holiday,261.75,0.0,0.0,90,Snow,light snow,2016-02-04 07:00:00,6158,7
No Holiday,261.75,0.0,0.0,90,Mist,mist,2016-02-04 07:00:00,6158,7
No Holiday,262.88,0.0,0.0,90,Snow,light snow,2016-02-04 08:00:00,5383,8
No Holiday,262.88,0.0,0.0,90,Mist,mist,2016-02-04 08:00:00,5383,8
No Holiday,265.79,0.0,0.0,90,Snow,light snow,2016-02-04 10:00:00,4392,10
No Holiday,267.79,0.0,0.0,90,Snow,light snow,2016-02-04 12:00:00,4422,12
No Holiday,267.79,0.0,0.0,90,Haze,haze,2016-02-04 12:00:00,4422,12
No Holiday,269.21,0.0,0.0,90,Mist,mist,2016-02-04 14:00:00,5252,14
No Holiday,269.21,0.0,0.0,90,Snow,light snow,2016-02-04 14:00:00,5252,14
No Holiday,269.68,0.0,0.0,90,Snow,light snow,2016-02-04 15:00:00,5643,15
No Holiday,268.82,0.0,0.0,40,Clouds,scattered clouds,2016-02-04 18:00:00,4557,18
No Holiday,265.37,0.0,0.0,1,Mist,mist,2016-02-04 20:00:00,2981,20
No Holiday,262.94,0.0,0.0,1,Mist,mist,2016-02-04 21:00:00,2777,21
No Holiday,260.8,0.0,0.0,1,Clear,sky is clear,2016-02-04 23:00:00,1166,23
No Holiday,259.29,0.0,0.0,1,Clear,sky is clear,2016-02-05 00:00:00,657,0
No Holiday,258.29,0.0,0.0,1,Clear,sky is clear,2016-02-05 01:00:00,360,1
No Holiday,257.16,0.0,0.0,1,Clear,sky is clear,2016-02-05 02:00:00,325,2
No Holiday,256.46,0.0,0.0,1,Haze,haze,2016-02-05 03:00:00,323,3
No Holiday,256.46,0.0,0.0,1,Mist,mist,2016-02-05 03:00:00,323,3
No Holiday,256.46,0.0,0.0,1,Snow,light snow,2016-02-05 03:00:00,323,3
No Holiday,256.35,0.0,0.0,20,Haze,haze,2016-02-05 04:00:00,787,4
No Holiday,256.56,0.0,0.0,1,Fog,fog,2016-02-05 06:00:00,5180,6
No Holiday,256.56,0.0,0.0,1,Haze,haze,2016-02-05 06:00:00,5180,6
No Holiday,256.94,0.0,0.0,75,Mist,mist,2016-02-05 07:00:00,6390,7
No Holiday,256.94,0.0,0.0,75,Haze,haze,2016-02-05 07:00:00,6390,7
No Holiday,257.51,0.0,0.0,75,Mist,mist,2016-02-05 08:00:00,5716,8
No Holiday,257.51,0.0,0.0,75,Haze,haze,2016-02-05 08:00:00,5716,8
No Holiday,260.5,0.0,0.0,90,Mist,mist,2016-02-05 09:00:00,5039,9
No Holiday,263.28,0.0,0.0,75,Mist,mist,2016-02-05 10:00:00,4538,10
No Holiday,265.64,0.0,0.0,90,Clouds,overcast clouds,2016-02-05 11:00:00,4990,11
No Holiday,267.41,0.0,0.0,40,Clouds,scattered clouds,2016-02-05 12:00:00,5304,12
No Holiday,269.72,0.0,0.0,75,Clouds,broken clouds,2016-02-05 13:00:00,5282,13
No Holiday,270.28,0.0,0.0,90,Clouds,overcast clouds,2016-02-05 14:00:00,5662,14
No Holiday,270.61,0.0,0.0,90,Clouds,overcast clouds,2016-02-05 15:00:00,6005,15
No Holiday,270.08,0.0,0.0,90,Snow,light snow,2016-02-05 16:00:00,6824,16
No Holiday,270.08,0.0,0.0,90,Snow,light snow,2016-02-05 17:00:00,6303,17
No Holiday,270.08,0.0,0.0,90,Haze,haze,2016-02-05 17:00:00,6303,17
No Holiday,269.94,0.0,0.0,90,Snow,light snow,2016-02-05 18:00:00,4688,18
No Holiday,269.94,0.0,0.0,90,Haze,haze,2016-02-05 18:00:00,4688,18
No Holiday,269.51,0.0,0.0,90,Snow,light snow,2016-02-05 19:00:00,3724,19
No Holiday,269.28,0.0,0.0,90,Snow,light snow,2016-02-05 20:00:00,2997,20
No Holiday,269.42,0.0,0.0,90,Clouds,overcast clouds,2016-02-05 21:00:00,3139,21
No Holiday,269.72,0.0,0.0,40,Clouds,scattered clouds,2016-02-05 22:00:00,2920,22
No Holiday,269.48,0.0,0.0,40,Haze,haze,2016-02-05 23:00:00,1713,23
No Holiday,269.48,0.0,0.0,40,Mist,mist,2016-02-05 23:00:00,1713,23
No Holiday,269.65,0.0,0.0,75,Haze,haze,2016-02-06 00:00:00,1254,0
No Holiday,269.65,0.0,0.0,75,Mist,mist,2016-02-06 00:00:00,1254,0
No Holiday,270.0,0.0,0.0,90,Haze,haze,2016-02-06 01:00:00,770,1
No Holiday,270.0,0.0,0.0,90,Mist,mist,2016-02-06 01:00:00,770,1
No Holiday,270.02,0.0,0.0,90,Mist,mist,2016-02-06 02:00:00,704,2
No Holiday,270.02,0.0,0.0,90,Haze,haze,2016-02-06 02:00:00,704,2
No Holiday,269.82,0.0,0.0,90,Clouds,overcast clouds,2016-02-06 03:00:00,469,3
No Holiday,269.51,0.0,0.0,90,Clouds,overcast clouds,2016-02-06 04:00:00,408,4
No Holiday,269.55,0.0,0.0,90,Clouds,overcast clouds,2016-02-06 05:00:00,912,5
No Holiday,269.49,0.0,0.0,75,Clouds,broken clouds,2016-02-06 06:00:00,1247,6
No Holiday,269.55,0.0,0.0,90,Mist,mist,2016-02-06 07:00:00,1606,7
No Holiday,269.68,0.0,0.0,40,Mist,mist,2016-02-06 08:00:00,2704,8
No Holiday,270.29,0.0,0.0,40,Mist,mist,2016-02-06 09:00:00,2830,9
No Holiday,270.29,0.0,0.0,40,Snow,light snow,2016-02-06 09:00:00,2830,9
No Holiday,271.08,0.0,0.0,75,Haze,haze,2016-02-06 10:00:00,3479,10
No Holiday,271.93,0.0,0.0,1,Clear,sky is clear,2016-02-06 11:00:00,3801,11
No Holiday,273.35,0.0,0.0,1,Clear,sky is clear,2016-02-06 12:00:00,4308,12
No Holiday,274.41,0.0,0.0,75,Clouds,broken clouds,2016-02-06 13:00:00,4548,13
No Holiday,274.61,0.0,0.0,40,Clouds,scattered clouds,2016-02-06 14:00:00,4397,14
No Holiday,274.81,0.0,0.0,90,Clouds,overcast clouds,2016-02-06 15:00:00,5533,15
No Holiday,274.55,0.0,0.0,90,Clouds,overcast clouds,2016-02-06 16:00:00,5274,16
No Holiday,274.35,0.0,0.0,75,Clouds,broken clouds,2016-02-06 17:00:00,4933,17
No Holiday,274.41,0.0,0.0,90,Clouds,overcast clouds,2016-02-06 18:00:00,4434,18
No Holiday,274.48,0.0,0.0,90,Rain,light rain,2016-02-06 19:00:00,3996,19
No Holiday,274.48,0.0,0.0,90,Drizzle,light intensity drizzle,2016-02-06 19:00:00,3996,19
No Holiday,274.29,0.0,0.0,90,Rain,light rain,2016-02-06 20:00:00,3047,20
No Holiday,274.29,0.0,0.0,90,Drizzle,drizzle,2016-02-06 20:00:00,3047,20
No Holiday,274.29,0.0,0.0,90,Snow,light snow,2016-02-06 20:00:00,3047,20
No Holiday,274.61,0.0,0.0,75,Rain,light rain,2016-02-06 21:00:00,3034,21
No Holiday,274.48,0.0,0.0,40,Clouds,scattered clouds,2016-02-06 22:00:00,3615,22
No Holiday,274.55,0.0,0.0,90,Clouds,overcast clouds,2016-02-06 23:00:00,2239,23
No Holiday,274.48,0.0,0.0,1,Clear,sky is clear,2016-02-07 00:00:00,1254,0
No Holiday,273.88,0.0,0.0,90,Rain,moderate rain,2016-02-07 01:00:00,770,1
No Holiday,273.88,0.0,0.0,90,Drizzle,light intensity drizzle,2016-02-07 01:00:00,770,1
No Holiday,273.86,0.0,0.0,40,Snow,light snow,2016-02-07 02:00:00,704,2
No Holiday,273.22,0.0,0.0,1,Rain,light rain,2016-02-07 03:00:00,407,3
No Holiday,273.5,0.0,0.0,40,Clouds,scattered clouds,2016-02-07 04:00:00,401,4
No Holiday,274.07,0.0,0.0,75,Clouds,broken clouds,2016-02-07 05:00:00,516,5
No Holiday,275.22,0.0,0.0,90,Clouds,overcast clouds,2016-02-07 06:00:00,858,6
No Holiday,275.93,0.0,0.0,75,Clouds,broken clouds,2016-02-07 07:00:00,1198,7
No Holiday,276.21,0.0,0.0,75,Clouds,broken clouds,2016-02-07 08:00:00,2063,8
No Holiday,276.26,0.0,0.0,1,Clear,sky is clear,2016-02-07 09:00:00,2830,9
No Holiday,276.86,0.0,0.0,1,Clear,sky is clear,2016-02-07 10:00:00,3479,10
No Holiday,277.15,0.0,0.0,75,Clouds,broken clouds,2016-02-07 11:00:00,3801,11
No Holiday,277.29,0.0,0.0,90,Clouds,overcast clouds,2016-02-07 12:00:00,4308,12
No Holiday,276.94,0.0,0.0,90,Clouds,overcast clouds,2016-02-07 13:00:00,4548,13
No Holiday,276.79,0.0,0.0,90,Drizzle,light intensity drizzle,2016-02-07 14:00:00,4397,14
No Holiday,276.51,0.0,0.0,90,Drizzle,drizzle,2016-02-07 15:00:00,4344,15
No Holiday,275.35,0.0,0.0,90,Snow,light snow,2016-02-07 16:00:00,4466,16
No Holiday,275.35,0.0,0.0,90,Rain,light rain,2016-02-07 16:00:00,4466,16
No Holiday,274.51,0.0,0.0,90,Snow,light snow,2016-02-07 17:00:00,3386,17
No Holiday,274.51,0.0,0.0,90,Haze,haze,2016-02-07 17:00:00,3386,17
No Holiday,271.16,0.0,0.0,90,Snow,light snow,2016-02-07 18:00:00,2195,18
No Holiday,271.16,0.0,0.0,90,Mist,mist,2016-02-07 18:00:00,2195,18
No Holiday,269.29,0.0,0.0,90,Snow,snow,2016-02-07 19:00:00,1618,19
No Holiday,269.29,0.0,0.0,90,Mist,mist,2016-02-07 19:00:00,1618,19
No Holiday,268.22,0.0,0.0,90,Snow,light snow,2016-02-07 20:00:00,1744,20
No Holiday,268.22,0.0,0.0,90,Haze,haze,2016-02-07 20:00:00,1744,20
No Holiday,266.15,0.0,0.0,90,Snow,light snow,2016-02-07 21:00:00,2237,21
No Holiday,265.62,0.0,0.0,90,Snow,light snow,2016-02-07 22:00:00,2257,22
No Holiday,265.02,0.0,0.0,90,Snow,light snow,2016-02-07 23:00:00,930,23
No Holiday,264.48,0.0,0.0,90,Snow,light snow,2016-02-08 00:00:00,444,0
No Holiday,264.22,0.0,0.0,90,Snow,light snow,2016-02-08 01:00:00,295,1
No Holiday,264.15,0.0,0.0,90,Snow,light snow,2016-02-08 02:00:00,231,2
No Holiday,263.62,0.0,0.0,90,Snow,light snow,2016-02-08 03:00:00,315,3
No Holiday,263.28,0.0,0.0,90,Snow,light snow,2016-02-08 04:00:00,831,4
No Holiday,263.28,0.0,0.0,90,Haze,haze,2016-02-08 04:00:00,831,4
No Holiday,262.42,0.0,0.0,90,Snow,light snow,2016-02-08 05:00:00,2665,5
No Holiday,262.42,0.0,0.0,90,Mist,mist,2016-02-08 05:00:00,2665,5
No Holiday,262.15,0.0,0.0,90,Snow,light snow,2016-02-08 06:00:00,5385,6
No Holiday,262.08,0.0,0.0,90,Snow,light snow,2016-02-08 07:00:00,6377,7
No Holiday,262.08,0.0,0.0,90,Haze,haze,2016-02-08 07:00:00,6377,7
No Holiday,261.87,0.0,0.0,90,Snow,light snow,2016-02-08 08:00:00,5471,8
No Holiday,261.79,0.0,0.0,90,Snow,light snow,2016-02-08 09:00:00,4724,9
No Holiday,261.79,0.0,0.0,90,Haze,haze,2016-02-08 09:00:00,4724,9
No Holiday,262.36,0.0,0.0,90,Haze,haze,2016-02-08 10:00:00,3996,10
No Holiday,262.36,0.0,0.0,90,Snow,light snow,2016-02-08 10:00:00,3996,10
No Holiday,262.65,0.0,0.0,90,Haze,haze,2016-02-08 11:00:00,4229,11
No Holiday,263.65,0.0,0.0,90,Snow,light snow,2016-02-08 12:00:00,4462,12
No Holiday,263.65,0.0,0.0,90,Haze,haze,2016-02-08 12:00:00,4462,12
No Holiday,264.15,0.0,0.0,90,Haze,haze,2016-02-08 13:00:00,4494,13
No Holiday,264.15,0.0,0.0,90,Snow,light snow,2016-02-08 14:00:00,4924,14
No Holiday,264.55,0.0,0.0,90,Snow,light snow,2016-02-08 15:00:00,5406,15
No Holiday,264.41,0.0,0.0,90,Snow,light snow,2016-02-08 16:00:00,6301,16
No Holiday,264.41,0.0,0.0,90,Haze,haze,2016-02-08 16:00:00,6301,16
No Holiday,264.15,0.0,0.0,90,Snow,light snow,2016-02-08 17:00:00,6185,17
No Holiday,264.15,0.0,0.0,90,Haze,haze,2016-02-08 17:00:00,6185,17
No Holiday,264.15,0.0,0.0,90,Snow,light snow,2016-02-08 18:00:00,4544,18
No Holiday,263.48,0.0,0.0,90,Snow,light snow,2016-02-08 19:00:00,2850,19
No Holiday,263.15,0.0,0.0,90,Snow,light snow,2016-02-08 20:00:00,2496,20
No Holiday,262.81,0.0,0.0,90,Snow,light snow,2016-02-08 21:00:00,2145,21
No Holiday,262.21,0.0,0.0,90,Snow,light snow,2016-02-08 22:00:00,1638,22
No Holiday,262.02,0.0,0.0,90,Snow,light snow,2016-02-08 23:00:00,1407,23
No Holiday,261.75,0.0,0.0,90,Snow,light snow,2016-02-09 00:00:00,713,0
No Holiday,261.5,0.0,0.0,90,Snow,light snow,2016-02-09 01:00:00,425,1
No Holiday,260.82,0.0,0.0,90,Snow,light snow,2016-02-09 02:00:00,430,2
No Holiday,259.94,0.0,0.0,40,Clouds,scattered clouds,2016-02-09 03:00:00,555,3
No Holiday,259.68,0.0,0.0,1,Clear,sky is clear,2016-02-09 04:00:00,1072,4
No Holiday,259.15,0.0,0.0,1,Clear,sky is clear,2016-02-09 05:00:00,2847,5
No Holiday,259.01,0.0,0.0,1,Clear,sky is clear,2016-02-09 06:00:00,5691,6
No Holiday,258.22,0.0,0.0,1,Clear,sky is clear,2016-02-09 07:00:00,6778,7
No Holiday,258.21,0.0,0.0,1,Clear,sky is clear,2016-02-09 08:00:00,5947,8
No Holiday,259.65,0.0,0.0,1,Clear,sky is clear,2016-02-09 09:00:00,5151,9
No Holiday,260.48,0.0,0.0,1,Clear,sky is clear,2016-02-09 10:00:00,4253,10
No Holiday,261.86,0.0,0.0,1,Clear,sky is clear,2016-02-09 11:00:00,4514,11
No Holiday,262.68,0.0,0.0,5,Clear,sky is clear,2016-02-09 12:00:00,4768,12
No Holiday,263.92,0.0,0.0,1,Clear,sky is clear,2016-02-09 13:00:00,4928,13
No Holiday,264.28,0.0,0.0,1,Clear,sky is clear,2016-02-09 14:00:00,5384,14
No Holiday,264.27,0.0,0.0,1,Clear,sky is clear,2016-02-09 15:00:00,5841,15
No Holiday,264.02,0.0,0.0,1,Clear,sky is clear,2016-02-09 16:00:00,6263,16
No Holiday,263.48,0.0,0.0,1,Clear,sky is clear,2016-02-09 17:00:00,6321,17
No Holiday,262.29,0.0,0.0,1,Clear,sky is clear,2016-02-09 18:00:00,4523,18
No Holiday,261.93,0.0,0.0,1,Clear,sky is clear,2016-02-09 19:00:00,3065,19
No Holiday,260.82,0.0,0.0,5,Clear,sky is clear,2016-02-09 20:00:00,2863,20
No Holiday,259.8,0.0,0.0,1,Clear,sky is clear,2016-02-09 23:00:00,1129,23
No Holiday,258.41,0.0,0.0,1,Clear,sky is clear,2016-02-10 00:00:00,550,0
No Holiday,257.94,0.0,0.0,1,Clear,sky is clear,2016-02-10 01:00:00,349,1
No Holiday,257.35,0.0,0.0,1,Clear,sky is clear,2016-02-10 03:00:00,337,3
No Holiday,256.68,0.0,0.0,1,Clear,sky is clear,2016-02-10 04:00:00,885,4
No Holiday,256.54,0.0,0.0,1,Clear,sky is clear,2016-02-10 05:00:00,2791,5
No Holiday,256.43,0.0,0.0,75,Clouds,broken clouds,2016-02-10 07:00:00,6768,7
No Holiday,257.3,0.0,0.0,90,Clouds,overcast clouds,2016-02-10 09:00:00,5287,9
No Holiday,258.36,0.0,0.0,90,Clouds,overcast clouds,2016-02-10 10:00:00,4558,10
No Holiday,258.75,0.0,0.0,90,Clouds,overcast clouds,2016-02-10 11:00:00,4489,11
No Holiday,260.15,0.0,0.0,75,Clouds,broken clouds,2016-02-10 12:00:00,4876,12
No Holiday,261.01,0.0,0.0,90,Clouds,overcast clouds,2016-02-10 14:00:00,5190,14
No Holiday,261.69,0.0,0.0,90,Clouds,overcast clouds,2016-02-10 16:00:00,6671,16
No Holiday,261.44,0.0,0.0,90,Clouds,overcast clouds,2016-02-10 17:00:00,6820,17
No Holiday,261.08,0.0,0.0,90,Clouds,overcast clouds,2016-02-10 19:00:00,3296,19
No Holiday,261.15,0.0,0.0,90,Clouds,overcast clouds,2016-02-10 20:00:00,2911,20
No Holiday,260.82,0.0,0.0,90,Clouds,overcast clouds,2016-02-10 21:00:00,2374,21
No Holiday,260.35,0.0,0.0,40,Clouds,scattered clouds,2016-02-10 22:00:00,1518,22
No Holiday,259.61,0.0,0.0,1,Clear,sky is clear,2016-02-10 23:00:00,1011,23
No Holiday,258.01,0.0,0.0,1,Clear,sky is clear,2016-02-11 00:00:00,567,0
No Holiday,257.15,0.0,0.0,1,Clear,sky is clear,2016-02-11 01:00:00,365,1
No Holiday,256.27,0.0,0.0,1,Clear,sky is clear,2016-02-11 02:00:00,283,2
No Holiday,255.28,0.0,0.0,1,Clear,sky is clear,2016-02-11 03:00:00,329,3
No Holiday,254.67,0.0,0.0,1,Clear,sky is clear,2016-02-11 04:00:00,930,4
No Holiday,254.09,0.0,0.0,1,Clear,sky is clear,2016-02-11 06:00:00,5292,6
No Holiday,253.36,0.0,0.0,1,Clear,sky is clear,2016-02-11 08:00:00,5965,8
No Holiday,257.75,0.0,0.0,75,Snow,light snow,2016-02-11 09:00:00,5017,9
No Holiday,259.93,0.0,0.0,90,Snow,light snow,2016-02-11 10:00:00,4662,10
No Holiday,261.95,0.0,0.0,90,Snow,light snow,2016-02-11 12:00:00,5115,12
No Holiday,264.15,0.0,0.0,90,Clouds,overcast clouds,2016-02-11 13:00:00,5089,13
No Holiday,264.44,0.0,0.0,90,Clouds,overcast clouds,2016-02-11 14:00:00,5604,14
No Holiday,264.84,0.0,0.0,90,Snow,light snow,2016-02-11 16:00:00,6764,16
No Holiday,264.41,0.0,0.0,90,Snow,light snow,2016-02-11 18:00:00,4817,18
No Holiday,264.01,0.0,0.0,90,Snow,light snow,2016-02-11 20:00:00,3036,20
No Holiday,263.76,0.0,0.0,90,Snow,light snow,2016-02-11 21:00:00,3233,21
No Holiday,263.72,0.0,0.0,90,Snow,light snow,2016-02-11 22:00:00,3531,22
No Holiday,263.72,0.0,0.0,90,Haze,haze,2016-02-11 22:00:00,3531,22
No Holiday,263.65,0.0,0.0,90,Snow,light snow,2016-02-11 23:00:00,1291,23
No Holiday,263.76,0.0,0.0,90,Snow,light snow,2016-02-12 00:00:00,719,0
No Holiday,263.72,0.0,0.0,90,Snow,light snow,2016-02-12 01:00:00,414,1
No Holiday,263.37,0.0,0.0,90,Clouds,overcast clouds,2016-02-12 03:00:00,365,3
No Holiday,261.87,0.0,0.0,1,Clear,sky is clear,2016-02-12 05:00:00,2514,5
No Holiday,260.3,0.0,0.0,1,Clear,sky is clear,2016-02-12 06:00:00,5215,6
No Holiday,259.42,0.0,0.0,1,Clear,sky is clear,2016-02-12 07:00:00,6146,7
No Holiday,259.48,0.0,0.0,1,Clear,sky is clear,2016-02-12 09:00:00,5152,9
No Holiday,259.88,0.0,0.0,5,Clear,sky is clear,2016-02-12 11:00:00,5165,11
No Holiday,260.29,0.0,0.0,1,Clear,sky is clear,2016-02-12 13:00:00,5382,13
No Holiday,260.61,0.0,0.0,1,Clear,sky is clear,2016-02-12 14:00:00,5639,14
No Holiday,260.48,0.0,0.0,1,Clear,sky is clear,2016-02-12 15:00:00,5858,15
No Holiday,260.48,0.0,0.0,1,Clear,sky is clear,2016-02-12 16:00:00,6570,16
No Holiday,259.49,0.0,0.0,1,Clear,sky is clear,2016-02-12 17:00:00,5975,17
No Holiday,257.82,0.0,0.0,5,Clear,sky is clear,2016-02-12 19:00:00,3891,19
No Holiday,257.48,0.0,0.0,1,Clear,sky is clear,2016-02-12 20:00:00,3113,20
No Holiday,256.22,0.0,0.0,1,Clear,sky is clear,2016-02-12 21:00:00,3523,21
No Holiday,255.79,0.0,0.0,1,Clear,sky is clear,2016-02-12 22:00:00,2520,22
No Holiday,255.15,0.0,0.0,1,Clear,sky is clear,2016-02-12 23:00:00,1660,23
No Holiday,254.48,0.0,0.0,1,Clear,sky is clear,2016-02-13 00:00:00,1328,0
No Holiday,253.69,0.0,0.0,1,Clear,sky is clear,2016-02-13 01:00:00,966,1
No Holiday,253.15,0.0,0.0,1,Clear,sky is clear,2016-02-13 02:00:00,821,2
No Holiday,251.61,0.0,0.0,1,Clear,sky is clear,2016-02-13 04:00:00,408,4
No Holiday,251.21,0.0,0.0,1,Clear,sky is clear,2016-02-13 05:00:00,912,5
No Holiday,250.36,0.0,0.0,1,Clear,sky is clear,2016-02-13 06:00:00,1247,6
No Holiday,249.88,0.0,0.0,1,Clear,sky is clear,2016-02-13 07:00:00,1606,7
No Holiday,251.38,0.0,0.0,1,Clear,sky is clear,2016-02-13 08:00:00,2704,8
No Holiday,252.95,0.0,0.0,1,Clear,sky is clear,2016-02-13 09:00:00,3628,9
No Holiday,255.23,0.0,0.0,1,Clear,sky is clear,2016-02-13 11:00:00,4842,11
No Holiday,258.36,0.0,0.0,1,Clear,sky is clear,2016-02-13 12:00:00,5031,12
No Holiday,259.86,0.0,0.0,1,Clear,sky is clear,2016-02-13 13:00:00,4840,13
No Holiday,260.68,0.0,0.0,1,Clear,sky is clear,2016-02-13 15:00:00,5190,15
No Holiday,261.01,0.0,0.0,20,Clouds,few clouds,2016-02-13 16:00:00,4139,16
No Holiday,260.61,0.0,0.0,1,Clear,sky is clear,2016-02-13 17:00:00,3832,17
No Holiday,259.15,0.0,0.0,40,Clouds,scattered clouds,2016-02-13 18:00:00,3223,18
No Holiday,258.81,0.0,0.0,90,Clouds,overcast clouds,2016-02-13 20:00:00,2301,20
No Holiday,259.22,0.0,0.0,40,Clouds,scattered clouds,2016-02-13 21:00:00,2868,21
No Holiday,259.36,0.0,0.0,75,Clouds,broken clouds,2016-02-13 22:00:00,2582,22
No Holiday,259.79,0.0,0.0,90,Clouds,overcast clouds,2016-02-13 23:00:00,1963,23
No Holiday,260.22,0.0,0.0,90,Clouds,overcast clouds,2016-02-14 00:00:00,1328,0
No Holiday,260.5,0.0,0.0,90,Clouds,overcast clouds,2016-02-14 01:00:00,966,1
No Holiday,260.79,0.0,0.0,90,Clouds,overcast clouds,2016-02-14 02:00:00,821,2
No Holiday,260.93,0.0,0.0,90,Clouds,overcast clouds,2016-02-14 03:00:00,407,3
No Holiday,261.02,0.0,0.0,90,Clouds,overcast clouds,2016-02-14 04:00:00,401,4
No Holiday,261.53,0.0,0.0,90,Clouds,overcast clouds,2016-02-14 05:00:00,516,5
No Holiday,261.65,0.0,0.0,90,Snow,light snow,2016-02-14 06:00:00,858,6
No Holiday,261.61,0.0,0.0,90,Snow,light snow,2016-02-14 07:00:00,1198,7
No Holiday,262.01,0.0,0.0,90,Snow,light snow,2016-02-14 08:00:00,2063,8
No Holiday,262.57,0.0,0.0,90,Snow,light snow,2016-02-14 09:00:00,3628,9
No Holiday,264.08,0.0,0.0,90,Snow,light snow,2016-02-14 10:00:00,4041,10
No Holiday,264.93,0.0,0.0,90,Snow,light snow,2016-02-14 11:00:00,4842,11
No Holiday,265.93,0.0,0.0,90,Snow,light snow,2016-02-14 13:00:00,4840,13
No Holiday,266.15,0.0,0.0,90,Snow,light snow,2016-02-14 15:00:00,4368,15
No Holiday,265.65,0.0,0.0,90,Snow,light snow,2016-02-14 18:00:00,3223,18
No Holiday,265.65,0.0,0.0,90,Mist,mist,2016-02-14 18:00:00,3223,18
No Holiday,265.36,0.0,0.0,90,Snow,light snow,2016-02-14 20:00:00,2301,20
No Holiday,265.36,0.0,0.0,90,Mist,mist,2016-02-14 20:00:00,2301,20
No Holiday,265.35,0.0,0.0,90,Snow,light snow,2016-02-14 21:00:00,2024,21
No Holiday,265.28,0.0,0.0,75,Snow,light snow,2016-02-14 22:00:00,2259,22
No Holiday,265.35,0.0,0.0,75,Snow,light snow,2016-02-14 23:00:00,2161,23
No Holiday,265.35,0.0,0.0,75,Haze,haze,2016-02-14 23:00:00,2161,23
No Holiday,265.35,0.0,0.0,75,Mist,mist,2016-02-14 23:00:00,2161,23
Washingtons Birthday,265.35,0.0,0.0,90,Mist,mist,2016-02-15 00:00:00,785,0
No Holiday,265.35,0.0,0.0,90,Mist,mist,2016-02-15 01:00:00,553,1
No Holiday,265.35,0.0,0.0,90,Mist,mist,2016-02-15 02:00:00,427,2
No Holiday,265.41,0.0,0.0,75,Mist,mist,2016-02-15 03:00:00,450,3
No Holiday,265.72,0.0,0.0,90,Mist,mist,2016-02-15 04:00:00,828,4
No Holiday,265.93,0.0,0.0,90,Mist,mist,2016-02-15 05:00:00,2487,5
No Holiday,266.15,0.0,0.0,90,Mist,mist,2016-02-15 06:00:00,4761,6
No Holiday,266.08,0.0,0.0,90,Mist,mist,2016-02-15 07:00:00,5295,7
No Holiday,266.86,0.0,0.0,90,Mist,mist,2016-02-15 08:00:00,4694,8
No Holiday,267.08,0.0,0.0,90,Mist,mist,2016-02-15 09:00:00,4295,9
No Holiday,269.01,0.0,0.0,75,Haze,haze,2016-02-15 10:00:00,4047,10
No Holiday,269.01,0.0,0.0,75,Mist,mist,2016-02-15 10:00:00,4047,10
No Holiday,270.28,0.0,0.0,90,Haze,haze,2016-02-15 11:00:00,4220,11
No Holiday,270.28,0.0,0.0,90,Mist,mist,2016-02-15 11:00:00,4220,11
No Holiday,272.29,0.0,0.0,1,Clear,sky is clear,2016-02-15 13:00:00,4710,13
No Holiday,272.81,0.0,0.0,90,Clouds,overcast clouds,2016-02-15 14:00:00,4889,14
No Holiday,273.15,0.0,0.0,90,Clouds,overcast clouds,2016-02-15 16:00:00,5307,16
No Holiday,272.58,0.0,0.0,90,Haze,haze,2016-02-15 18:00:00,4092,18
No Holiday,272.58,0.0,0.0,90,Mist,mist,2016-02-15 18:00:00,4092,18
